area_code,reference_area,area_type,ref_period,measure_type,value,units
S08000032,Lanarkshire,Health Board,1997-1998,EASR,457.6,
S08000032,Lanarkshire,Health Board,1998-1999,EASR,516.8,
S08000032,Lanarkshire,Health Board,1999-2000,EASR,584,
S08000032,Lanarkshire,Health Board,2000-2001,EASR,583.1,
S08000032,Lanarkshire,Health Board,2001-2002,EASR,633.1,
S08000032,Lanarkshire,Health Board,2002-2003,EASR,658.6,
S08000032,Lanarkshire,Health Board,2003-2004,EASR,694.5,
S08000032,Lanarkshire,Health Board,2004-2005,EASR,734.1,
S08000032,Lanarkshire,Health Board,2005-2006,EASR,727.7,
S08000032,Lanarkshire,Health Board,2006-2007,EASR,747.2,
S08000032,Lanarkshire,Health Board,2007-2008,EASR,791.4,
S08000032,Lanarkshire,Health Board,2008-2009,EASR,739.6,
S08000032,Lanarkshire,Health Board,2009-2010,EASR,636.5,
S08000032,Lanarkshire,Health Board,2010-2011,EASR,623.2,
S08000032,Lanarkshire,Health Board,2011-2012,EASR,721.6,
S08000032,Lanarkshire,Health Board,2012-2013,EASR,705.5,
S08000032,Lanarkshire,Health Board,2013-2014,EASR,753.7,
S08000032,Lanarkshire,Health Board,2014-2015,EASR,729.4,
S08000032,Lanarkshire,Health Board,2015-2016,EASR,765,
S08000032,Lanarkshire,Health Board,2016-2017,EASR,786.1,
