FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern,Population Group
S12000039,2019,Median,Pounds (GBP),357,Female,All Patterns,Residence Based
S12000033,2019,Median,Pounds (GBP),423.6,Female,All Patterns,Residence Based
S12000039,2019,Mean,Pounds (GBP),396.6,Female,All Patterns,Residence Based
S12000020,2019,Mean,Pounds (GBP),361.6,Female,All Patterns,Residence Based
S12000020,2019,Median,Pounds (GBP),297.7,Female,All Patterns,Residence Based
S12000005,2005,Median,Pounds (GBP),130.6,Female,Part Time,Residence Based
S12000030,2019,Median,Pounds (GBP),411.5,Female,All Patterns,Residence Based
S12000030,2019,Mean,Pounds (GBP),573.1,Female,All Patterns,Residence Based
S92000003,2019,Median,Pounds (GBP),395.3,Female,All Patterns,Residence Based
S12000005,2005,Mean,Pounds (GBP),152.5,Female,Part Time,Residence Based
S12000005,2002,Mean,Pounds (GBP),110.9,Female,Part Time,Residence Based
S12000029,2004,Median,Pounds (GBP),146.9,Female,Part Time,Residence Based
S12000050,2011,Mean,Pounds (GBP),186.9,Female,Part Time,Residence Based
S12000026,2004,Mean,Pounds (GBP),156.6,Female,Part Time,Residence Based
S12000029,2004,Mean,Pounds (GBP),181.3,Female,Part Time,Residence Based
S12000049,2005,Mean,Pounds (GBP),169.6,Female,Part Time,Residence Based
S12000035,2002,Mean,Pounds (GBP),166.9,Female,Part Time,Residence Based
S12000033,2002,Mean,Pounds (GBP),136.2,Female,Part Time,Residence Based
S12000036,2002,Mean,Pounds (GBP),161.2,Female,Part Time,Residence Based
S12000049,2002,Median,Pounds (GBP),110.8,Female,Part Time,Residence Based
S12000042,2002,Median,Pounds (GBP),119.2,Female,Part Time,Residence Based
S12000013,2019,Median,Pounds (GBP),437.6,Female,All Patterns,Residence Based
S12000050,2011,Median,Pounds (GBP),157.2,Female,Part Time,Residence Based
S12000050,2016,Median,Pounds (GBP),353.8,Female,All Patterns,Residence Based
S12000042,2002,Mean,Pounds (GBP),146.7,Female,Part Time,Residence Based
S12000050,2013,Mean,Pounds (GBP),189.1,Female,Part Time,Residence Based
S12000036,2002,Median,Pounds (GBP),124.7,Female,Part Time,Residence Based
S12000013,2019,Mean,Pounds (GBP),458.7,Female,All Patterns,Residence Based
S12000049,2002,Mean,Pounds (GBP),144.5,Female,Part Time,Residence Based
S12000026,2004,Median,Pounds (GBP),127.8,Female,Part Time,Residence Based
S12000027,2004,Mean,Pounds (GBP),131.4,Female,Part Time,Residence Based
S12000027,2004,Median,Pounds (GBP),122.9,Female,Part Time,Residence Based
S12000050,2009,Mean,Pounds (GBP),335.8,Female,All Patterns,Residence Based
S12000006,2002,Mean,Pounds (GBP),135.1,Female,Part Time,Residence Based
S12000050,2012,Median,Pounds (GBP),160.5,Female,Part Time,Residence Based
S12000050,2008,Mean,Pounds (GBP),323.6,Female,All Patterns,Residence Based
S12000050,2013,Mean,Pounds (GBP),368.2,Female,All Patterns,Residence Based
S12000006,2005,Mean,Pounds (GBP),125.3,Female,Part Time,Residence Based
S12000050,2005,Median,Pounds (GBP),254.4,Female,All Patterns,Residence Based
S12000050,2002,Median,Pounds (GBP),229.2,Female,All Patterns,Residence Based
S12000049,2005,Median,Pounds (GBP),142.3,Female,Part Time,Residence Based
S12000050,2009,Median,Pounds (GBP),162.2,Female,Part Time,Residence Based
S12000040,2004,Median,Pounds (GBP),121.3,Female,Part Time,Residence Based
S12000040,2004,Mean,Pounds (GBP),146.4,Female,Part Time,Residence Based
S12000033,2002,Median,Pounds (GBP),114.3,Female,Part Time,Residence Based
S12000050,2013,Median,Pounds (GBP),166.1,Female,Part Time,Residence Based
S12000050,2012,Mean,Pounds (GBP),185.5,Female,Part Time,Residence Based
S12000018,2019,Median,Pounds (GBP),339.8,Female,All Patterns,Residence Based
S12000006,2002,Median,Pounds (GBP),90.7,Female,Part Time,Residence Based
S12000018,2019,Mean,Pounds (GBP),401.3,Female,All Patterns,Residence Based
S92000003,2005,Median,Pounds (GBP),360.4,Female,Full Time,Residence Based
S12000050,2004,Median,Pounds (GBP),318.2,Female,Full Time,Residence Based
S12000028,2009,Mean,Pounds (GBP),547.7,Female,Full Time,Residence Based
S12000026,2007,Median,Pounds (GBP),333.9,Female,Full Time,Residence Based
S12000050,2004,Mean,Pounds (GBP),361.4,Female,Full Time,Residence Based
S12000026,2007,Mean,Pounds (GBP),443.6,Female,Full Time,Residence Based
S12000034,2008,Median,Pounds (GBP),425.2,Female,Full Time,Residence Based
S92000003,2005,Mean,Pounds (GBP),424.1,Female,Full Time,Residence Based
S12000040,2006,Median,Pounds (GBP),336.3,Female,Full Time,Residence Based
S12000041,2007,Median,Pounds (GBP),381.3,Female,Full Time,Residence Based
S12000038,2007,Median,Pounds (GBP),381.5,Female,Full Time,Residence Based
S12000048,2009,Median,Pounds (GBP),410.1,Female,Full Time,Residence Based
S92000003,2003,Mean,Pounds (GBP),374.8,Female,Full Time,Residence Based
S12000048,2009,Mean,Pounds (GBP),475.5,Female,Full Time,Residence Based
S12000021,2009,Mean,Pounds (GBP),444.1,Female,Full Time,Residence Based
S12000039,2006,Median,Pounds (GBP),324.6,Female,Full Time,Residence Based
S12000028,2009,Median,Pounds (GBP),524.1,Female,Full Time,Residence Based
S12000041,2007,Mean,Pounds (GBP),439.3,Female,Full Time,Residence Based
S12000029,2007,Median,Pounds (GBP),385.7,Female,Full Time,Residence Based
S12000013,2009,Mean,Pounds (GBP),559.9,Female,Full Time,Residence Based
S12000050,2005,Mean,Pounds (GBP),388.7,Female,Full Time,Residence Based
S12000036,2008,Mean,Pounds (GBP),542.8,Female,Full Time,Residence Based
S12000013,2008,Mean,Pounds (GBP),244,Female,Part Time,Residence Based
S12000020,2008,Mean,Pounds (GBP),178.6,Female,Part Time,Residence Based
S12000036,2007,Median,Pounds (GBP),465.3,Female,Full Time,Residence Based
S12000048,2008,Median,Pounds (GBP),162.7,Female,Part Time,Residence Based
S12000040,2009,Median,Pounds (GBP),370,Female,Full Time,Residence Based
S12000035,2007,Median,Pounds (GBP),310.2,Female,Full Time,Residence Based
S12000045,2008,Mean,Pounds (GBP),200.5,Female,Part Time,Residence Based
S12000045,2008,Median,Pounds (GBP),178.8,Female,Part Time,Residence Based
S12000018,2009,Median,Pounds (GBP),394.4,Female,Full Time,Residence Based
S12000021,2008,Median,Pounds (GBP),159.7,Female,Part Time,Residence Based
S12000038,2007,Mean,Pounds (GBP),452.3,Female,Full Time,Residence Based
S12000039,2007,Mean,Pounds (GBP),421,Female,Full Time,Residence Based
S92000003,2002,Median,Pounds (GBP),310.9,Female,Full Time,Residence Based
S12000040,2006,Mean,Pounds (GBP),397,Female,Full Time,Residence Based
S12000036,2007,Mean,Pounds (GBP),522.1,Female,Full Time,Residence Based
S12000019,2009,Mean,Pounds (GBP),459.6,Female,Full Time,Residence Based
S12000040,2007,Median,Pounds (GBP),345,Female,Full Time,Residence Based
S12000008,2008,Mean,Pounds (GBP),177.1,Female,Part Time,Residence Based
S12000019,2009,Median,Pounds (GBP),405.4,Female,Full Time,Residence Based
S12000050,2003,Median,Pounds (GBP),308.5,Female,Full Time,Residence Based
S12000029,2009,Mean,Pounds (GBP),478.8,Female,Full Time,Residence Based
S12000050,2003,Mean,Pounds (GBP),352.3,Female,Full Time,Residence Based
S12000030,2009,Median,Pounds (GBP),463.8,Female,Full Time,Residence Based
S12000034,2008,Mean,Pounds (GBP),513.3,Female,Full Time,Residence Based
S12000030,2009,Mean,Pounds (GBP),628,Female,Full Time,Residence Based
S12000005,2007,Mean,Pounds (GBP),390.2,Female,Full Time,Residence Based
S12000011,2009,Median,Pounds (GBP),561.5,Female,Full Time,Residence Based
S12000011,2009,Mean,Pounds (GBP),557.9,Female,Full Time,Residence Based
S12000026,2009,Median,Pounds (GBP),375.1,Female,Full Time,Residence Based
S92000003,2006,Mean,Pounds (GBP),436.5,Female,Full Time,Residence Based
S12000026,2009,Mean,Pounds (GBP),473.7,Female,Full Time,Residence Based
S12000033,2007,Median,Pounds (GBP),400.7,Female,Full Time,Residence Based
S92000003,2004,Mean,Pounds (GBP),395.5,Female,Full Time,Residence Based
S92000003,2004,Median,Pounds (GBP),341,Female,Full Time,Residence Based
S12000028,2007,Median,Pounds (GBP),426.5,Female,Full Time,Residence Based
S92000003,2006,Median,Pounds (GBP),372.6,Female,Full Time,Residence Based
S12000039,2009,Mean,Pounds (GBP),457.8,Female,Full Time,Residence Based
S12000029,2009,Median,Pounds (GBP),431.1,Female,Full Time,Residence Based
S12000033,2007,Mean,Pounds (GBP),466.2,Female,Full Time,Residence Based
S12000039,2009,Median,Pounds (GBP),394.9,Female,Full Time,Residence Based
S12000020,2009,Median,Pounds (GBP),334,Female,Full Time,Residence Based
S12000041,2008,Mean,Pounds (GBP),454.8,Female,Full Time,Residence Based
S12000013,2009,Median,Pounds (GBP),496.5,Female,Full Time,Residence Based
S12000029,2007,Mean,Pounds (GBP),450.3,Female,Full Time,Residence Based
S12000027,2009,Mean,Pounds (GBP),512.2,Female,Full Time,Residence Based
S12000035,2008,Mean,Pounds (GBP),434.3,Female,Full Time,Residence Based
S92000003,2002,Mean,Pounds (GBP),358.8,Female,Full Time,Residence Based
S12000050,2005,Median,Pounds (GBP),331.5,Female,Full Time,Residence Based
S12000020,2009,Mean,Pounds (GBP),395.4,Female,Full Time,Residence Based
S12000021,2009,Median,Pounds (GBP),360.8,Female,Full Time,Residence Based
S12000048,2007,Median,Pounds (GBP),327,Female,Full Time,Residence Based
S12000041,2008,Median,Pounds (GBP),392,Female,Full Time,Residence Based
S12000033,2008,Median,Pounds (GBP),402,Female,Full Time,Residence Based
S12000048,2007,Mean,Pounds (GBP),416,Female,Full Time,Residence Based
S12000005,2007,Median,Pounds (GBP),319.2,Female,Full Time,Residence Based
S12000050,2002,Mean,Pounds (GBP),337.8,Female,Full Time,Residence Based
S12000028,2007,Mean,Pounds (GBP),463.3,Female,Full Time,Residence Based
S12000050,2002,Median,Pounds (GBP),289.9,Female,Full Time,Residence Based
S12000050,2006,Mean,Pounds (GBP),398.3,Female,Full Time,Residence Based
S12000033,2008,Mean,Pounds (GBP),491.9,Female,Full Time,Residence Based
S12000039,2007,Mean,Pounds (GBP),159.9,Female,Part Time,Residence Based
S12000039,2007,Median,Pounds (GBP),137.7,Female,Part Time,Residence Based
S12000050,2019,Mean,Pounds (GBP),423.3,Female,All Patterns,Residence Based
S12000021,2019,Mean,Pounds (GBP),433.6,Female,All Patterns,Residence Based
S12000011,2019,Mean,Pounds (GBP),561.8,Female,All Patterns,Residence Based
S12000021,2019,Median,Pounds (GBP),419.6,Female,All Patterns,Residence Based
S12000017,2019,Mean,Pounds (GBP),404.4,Female,All Patterns,Residence Based
S12000020,2005,Mean,Pounds (GBP),154,Female,Part Time,Residence Based
S12000028,2007,Mean,Pounds (GBP),163.3,Female,Part Time,Residence Based
S12000020,2005,Median,Pounds (GBP),133.7,Female,Part Time,Residence Based
S12000050,2019,Median,Pounds (GBP),374.1,Female,All Patterns,Residence Based
S12000030,2006,Mean,Pounds (GBP),548.3,Female,Full Time,Residence Based
S12000010,2009,Mean,Pounds (GBP),541.1,Female,Full Time,Residence Based
S12000006,2008,Median,Pounds (GBP),327.8,Female,Full Time,Residence Based
S12000008,2009,Mean,Pounds (GBP),494.8,Female,Full Time,Residence Based
S12000030,2006,Median,Pounds (GBP),419.7,Female,Full Time,Residence Based
S12000008,2019,Median,Pounds (GBP),364.7,Female,All Patterns,Residence Based
S12000010,2019,Median,Pounds (GBP),436.9,Female,All Patterns,Residence Based
S12000011,2019,Median,Pounds (GBP),506.2,Female,All Patterns,Residence Based
S12000010,2019,Mean,Pounds (GBP),485.8,Female,All Patterns,Residence Based
S12000018,2005,Median,Pounds (GBP),138,Female,Part Time,Residence Based
S12000049,2003,Mean,Pounds (GBP),146.7,Female,Part Time,Residence Based
S12000048,2019,Median,Pounds (GBP),394.5,Female,All Patterns,Residence Based
S12000050,2010,Mean,Pounds (GBP),178.4,Female,Part Time,Residence Based
S12000041,2002,Mean,Pounds (GBP),136.2,Female,Part Time,Residence Based
S12000030,2004,Mean,Pounds (GBP),202.6,Female,Part Time,Residence Based
S12000035,2002,Median,Pounds (GBP),126.3,Female,Part Time,Residence Based
S12000030,2004,Median,Pounds (GBP),159.6,Female,Part Time,Residence Based
S12000019,2019,Median,Pounds (GBP),411.8,Female,All Patterns,Residence Based
S12000049,2003,Median,Pounds (GBP),119.9,Female,Part Time,Residence Based
S12000041,2002,Median,Pounds (GBP),123.6,Female,Part Time,Residence Based
S12000023,2005,Mean,Pounds (GBP),159.4,Female,Part Time,Residence Based
S12000014,2019,Mean,Pounds (GBP),456.6,Female,All Patterns,Residence Based
S12000018,2005,Mean,Pounds (GBP),179.1,Female,Part Time,Residence Based
S12000017,2019,Median,Pounds (GBP),351.6,Female,All Patterns,Residence Based
S12000014,2019,Median,Pounds (GBP),417.5,Female,All Patterns,Residence Based
S12000045,2019,Median,Pounds (GBP),440.7,Female,All Patterns,Residence Based
S12000049,2019,Median,Pounds (GBP),391.3,Female,All Patterns,Residence Based
S12000045,2019,Mean,Pounds (GBP),496.5,Female,All Patterns,Residence Based
S12000008,2019,Mean,Pounds (GBP),444.1,Female,All Patterns,Residence Based
S12000049,2019,Mean,Pounds (GBP),466.5,Female,All Patterns,Residence Based
S12000034,2019,Median,Pounds (GBP),211.6,Female,Part Time,Residence Based
S12000026,2007,Mean,Pounds (GBP),156.6,Female,Part Time,Residence Based
S12000018,2008,Mean,Pounds (GBP),208.6,Female,Part Time,Residence Based
S12000019,2008,Median,Pounds (GBP),180.4,Female,Part Time,Residence Based
S12000017,2009,Median,Pounds (GBP),402.3,Female,Full Time,Residence Based
S12000047,2009,Median,Pounds (GBP),386.6,Female,Full Time,Residence Based
S12000005,2008,Median,Pounds (GBP),351.9,Female,Full Time,Residence Based
S12000017,2008,Mean,Pounds (GBP),179.6,Female,Part Time,Residence Based
S92000003,2007,Mean,Pounds (GBP),442.8,Female,Full Time,Residence Based
S12000048,2008,Mean,Pounds (GBP),204.7,Female,Part Time,Residence Based
S12000017,2009,Mean,Pounds (GBP),441.6,Female,Full Time,Residence Based
S12000039,2007,Median,Pounds (GBP),343.6,Female,Full Time,Residence Based
S12000020,2008,Median,Pounds (GBP),166.7,Female,Part Time,Residence Based
S12000008,2008,Median,Pounds (GBP),148.8,Female,Part Time,Residence Based
S12000036,2008,Median,Pounds (GBP),472,Female,Full Time,Residence Based
S12000019,2007,Mean,Pounds (GBP),202.7,Female,Part Time,Residence Based
S92000003,2007,Median,Pounds (GBP),381,Female,Full Time,Residence Based
S12000034,2019,Mean,Pounds (GBP),251.6,Female,Part Time,Residence Based
S12000019,2008,Mean,Pounds (GBP),209.4,Female,Part Time,Residence Based
S12000017,2008,Median,Pounds (GBP),151.6,Female,Part Time,Residence Based
S12000010,2009,Median,Pounds (GBP),473.6,Female,Full Time,Residence Based
S12000027,2007,Mean,Pounds (GBP),414.7,Female,Full Time,Residence Based
S92000003,2009,Median,Pounds (GBP),419.2,Female,Full Time,Residence Based
S12000045,2009,Median,Pounds (GBP),506.6,Female,Full Time,Residence Based
S12000050,2006,Median,Pounds (GBP),345.8,Female,Full Time,Residence Based
S12000035,2007,Mean,Pounds (GBP),372.4,Female,Full Time,Residence Based
S12000040,2009,Mean,Pounds (GBP),464.3,Female,Full Time,Residence Based
S12000018,2009,Mean,Pounds (GBP),455.9,Female,Full Time,Residence Based
S12000006,2008,Mean,Pounds (GBP),412.1,Female,Full Time,Residence Based
S92000003,2009,Mean,Pounds (GBP),488.1,Female,Full Time,Residence Based
S12000005,2008,Mean,Pounds (GBP),414.3,Female,Full Time,Residence Based
S12000023,2008,Mean,Pounds (GBP),168,Female,Part Time,Residence Based
S12000047,2009,Mean,Pounds (GBP),456.7,Female,Full Time,Residence Based
S12000040,2007,Mean,Pounds (GBP),388.3,Female,Full Time,Residence Based
S12000021,2008,Mean,Pounds (GBP),195.8,Female,Part Time,Residence Based
S12000014,2009,Median,Pounds (GBP),399.9,Female,Full Time,Residence Based
S12000014,2009,Mean,Pounds (GBP),449.3,Female,Full Time,Residence Based
S12000045,2009,Mean,Pounds (GBP),542.3,Female,Full Time,Residence Based
S12000006,2007,Median,Pounds (GBP),347.6,Female,Full Time,Residence Based
S12000006,2007,Mean,Pounds (GBP),426.1,Female,Full Time,Residence Based
S12000026,2011,Mean,Pounds (GBP),206.4,Female,Part Time,Residence Based
S12000010,2015,Median,Pounds (GBP),353.8,Female,All Patterns,Residence Based
S12000018,2011,Mean,Pounds (GBP),186.4,Female,Part Time,Residence Based
S12000018,2010,Median,Pounds (GBP),166.3,Female,Part Time,Residence Based
S12000020,2011,Mean,Pounds (GBP),212.8,Female,Part Time,Residence Based
S12000026,2011,Median,Pounds (GBP),182.6,Female,Part Time,Residence Based
S12000026,2013,Median,Pounds (GBP),176.9,Female,Part Time,Residence Based
S12000026,2013,Mean,Pounds (GBP),218.7,Female,Part Time,Residence Based
S12000047,2018,Mean,Pounds (GBP),424.2,Female,All Patterns,Residence Based
S92000003,2013,Median,Pounds (GBP),170.2,Female,Part Time,Residence Based
S12000042,2012,Median,Pounds (GBP),152.2,Female,Part Time,Residence Based
S12000041,2012,Mean,Pounds (GBP),199.4,Female,Part Time,Residence Based
S12000035,2012,Median,Pounds (GBP),155.6,Female,Part Time,Residence Based
S12000042,2012,Mean,Pounds (GBP),186.6,Female,Part Time,Residence Based
S12000034,2008,Median,Pounds (GBP),150.9,Female,Part Time,Residence Based
S12000040,2013,Mean,Pounds (GBP),387.1,Female,All Patterns,Residence Based
S12000033,2008,Mean,Pounds (GBP),161.1,Female,Part Time,Residence Based
S12000005,2014,Mean,Pounds (GBP),301.4,Female,All Patterns,Residence Based
S12000011,2011,Mean,Pounds (GBP),244.7,Female,Part Time,Residence Based
S12000041,2008,Mean,Pounds (GBP),201,Female,Part Time,Residence Based
S12000019,2018,Median,Pounds (GBP),406.5,Female,All Patterns,Residence Based
S12000033,2018,Median,Pounds (GBP),385,Female,All Patterns,Residence Based
S12000034,2008,Mean,Pounds (GBP),179.7,Female,Part Time,Residence Based
S12000036,2011,Mean,Pounds (GBP),217.5,Female,Part Time,Residence Based
S12000014,2011,Mean,Pounds (GBP),198.1,Female,Part Time,Residence Based
S12000020,2018,Mean,Pounds (GBP),357.9,Female,All Patterns,Residence Based
S12000018,2011,Median,Pounds (GBP),164.6,Female,Part Time,Residence Based
S12000010,2015,Mean,Pounds (GBP),388.7,Female,All Patterns,Residence Based
S12000040,2013,Median,Pounds (GBP),176.6,Female,Part Time,Residence Based
S12000017,2011,Median,Pounds (GBP),161.6,Female,Part Time,Residence Based
S12000038,2013,Median,Pounds (GBP),185.5,Female,Part Time,Residence Based
S12000019,2011,Median,Pounds (GBP),187.9,Female,Part Time,Residence Based
S12000038,2013,Mean,Pounds (GBP),220.5,Female,Part Time,Residence Based
S12000019,2011,Mean,Pounds (GBP),196.6,Female,Part Time,Residence Based
S12000017,2014,Median,Pounds (GBP),162.8,Female,Part Time,Residence Based
S12000017,2014,Mean,Pounds (GBP),197,Female,Part Time,Residence Based
S12000028,2015,Median,Pounds (GBP),158.2,Female,Part Time,Residence Based
S12000038,2015,Mean,Pounds (GBP),217.8,Female,Part Time,Residence Based
S12000027,2013,Mean,Pounds (GBP),234.7,Female,Part Time,Residence Based
S12000014,2014,Mean,Pounds (GBP),189.3,Female,Part Time,Residence Based
S12000029,2015,Median,Pounds (GBP),185.6,Female,Part Time,Residence Based
S12000028,2015,Mean,Pounds (GBP),179.8,Female,Part Time,Residence Based
S12000047,2014,Mean,Pounds (GBP),194.6,Female,Part Time,Residence Based
S12000014,2010,Mean,Pounds (GBP),202.3,Female,Part Time,Residence Based
S12000026,2015,Median,Pounds (GBP),171.7,Female,Part Time,Residence Based
S12000028,2013,Mean,Pounds (GBP),179.1,Female,Part Time,Residence Based
S12000026,2015,Mean,Pounds (GBP),204.3,Female,Part Time,Residence Based
S12000028,2013,Median,Pounds (GBP),154.1,Female,Part Time,Residence Based
S12000029,2015,Mean,Pounds (GBP),221.5,Female,Part Time,Residence Based
S12000047,2014,Median,Pounds (GBP),176.5,Female,Part Time,Residence Based
S12000014,2010,Median,Pounds (GBP),164.8,Female,Part Time,Residence Based
S12000021,2011,Mean,Pounds (GBP),200.5,Female,Part Time,Residence Based
S12000017,2011,Mean,Pounds (GBP),190.5,Female,Part Time,Residence Based
S12000030,2014,Median,Pounds (GBP),209.3,Female,Part Time,Residence Based
S12000030,2014,Mean,Pounds (GBP),259.6,Female,Part Time,Residence Based
S12000039,2014,Median,Pounds (GBP),178.8,Female,Part Time,Residence Based
S12000006,2012,Mean,Pounds (GBP),141.4,Female,Part Time,Residence Based
S12000040,2013,Mean,Pounds (GBP),204.1,Female,Part Time,Residence Based
S12000013,2011,Mean,Pounds (GBP),230.2,Female,Part Time,Residence Based
S12000021,2011,Median,Pounds (GBP),165.9,Female,Part Time,Residence Based
S12000008,2018,Mean,Pounds (GBP),413,Female,All Patterns,Residence Based
S12000014,2018,Median,Pounds (GBP),401.6,Female,All Patterns,Residence Based
S12000030,2015,Mean,Pounds (GBP),233.8,Female,Part Time,Residence Based
S12000039,2013,Mean,Pounds (GBP),198.3,Female,Part Time,Residence Based
S12000020,2011,Median,Pounds (GBP),173.3,Female,Part Time,Residence Based
S12000030,2013,Mean,Pounds (GBP),225.9,Female,Part Time,Residence Based
S12000039,2013,Median,Pounds (GBP),164.2,Female,Part Time,Residence Based
S12000010,2012,Mean,Pounds (GBP),377.4,Female,All Patterns,Residence Based
S12000014,2014,Median,Pounds (GBP),336.5,Female,All Patterns,Residence Based
S12000035,2011,Mean,Pounds (GBP),154.1,Female,Part Time,Residence Based
S12000005,2011,Mean,Pounds (GBP),171.7,Female,Part Time,Residence Based
S12000036,2011,Median,Pounds (GBP),162.5,Female,Part Time,Residence Based
S92000003,2012,Mean,Pounds (GBP),373.6,Female,All Patterns,Residence Based
S12000017,2014,Median,Pounds (GBP),277.5,Female,All Patterns,Residence Based
S12000035,2011,Median,Pounds (GBP),138.4,Female,Part Time,Residence Based
S12000036,2014,Median,Pounds (GBP),376.3,Female,All Patterns,Residence Based
S12000005,2011,Median,Pounds (GBP),130.4,Female,Part Time,Residence Based
S12000006,2015,Mean,Pounds (GBP),352.7,Female,All Patterns,Residence Based
S12000041,2015,Mean,Pounds (GBP),352.3,Female,All Patterns,Residence Based
S12000034,2015,Median,Pounds (GBP),334,Female,All Patterns,Residence Based
S12000020,2014,Mean,Pounds (GBP),321.1,Female,All Patterns,Residence Based
S12000020,2014,Median,Pounds (GBP),268,Female,All Patterns,Residence Based
S12000038,2018,Mean,Pounds (GBP),444,Female,All Patterns,Residence Based
S12000019,2015,Median,Pounds (GBP),333.6,Female,All Patterns,Residence Based
S12000011,2002,Mean,Pounds (GBP),404.1,Female,Full Time,Residence Based
S12000018,2018,Median,Pounds (GBP),366.8,Female,All Patterns,Residence Based
S12000005,2014,Median,Pounds (GBP),153.4,Female,Part Time,Residence Based
S12000006,2014,Median,Pounds (GBP),290,Female,All Patterns,Residence Based
S12000005,2014,Median,Pounds (GBP),237,Female,All Patterns,Residence Based
S12000018,2018,Mean,Pounds (GBP),405.3,Female,All Patterns,Residence Based
S12000027,2014,Mean,Pounds (GBP),338.7,Female,All Patterns,Residence Based
S12000045,2002,Mean,Pounds (GBP),381.4,Female,Full Time,Residence Based
S12000026,2014,Median,Pounds (GBP),312.6,Female,All Patterns,Residence Based
S12000035,2014,Median,Pounds (GBP),140.6,Female,Part Time,Residence Based
S12000010,2014,Mean,Pounds (GBP),399.8,Female,All Patterns,Residence Based
S12000008,2014,Median,Pounds (GBP),284,Female,All Patterns,Residence Based
S12000036,2014,Mean,Pounds (GBP),448.1,Female,All Patterns,Residence Based
S12000041,2014,Median,Pounds (GBP),195.7,Female,Part Time,Residence Based
S12000041,2014,Mean,Pounds (GBP),224.2,Female,Part Time,Residence Based
S12000019,2018,Mean,Pounds (GBP),465.9,Female,All Patterns,Residence Based
S12000036,2014,Mean,Pounds (GBP),214.9,Female,Part Time,Residence Based
S12000035,2015,Mean,Pounds (GBP),356.1,Female,All Patterns,Residence Based
S12000034,2015,Mean,Pounds (GBP),410.6,Female,All Patterns,Residence Based
S12000034,2014,Median,Pounds (GBP),328,Female,All Patterns,Residence Based
S12000033,2008,Median,Pounds (GBP),116,Female,Part Time,Residence Based
S12000047,2011,Mean,Pounds (GBP),171.3,Female,Part Time,Residence Based
S12000035,2014,Median,Pounds (GBP),285.3,Female,All Patterns,Residence Based
S12000008,2014,Mean,Pounds (GBP),343.2,Female,All Patterns,Residence Based
S12000047,2011,Median,Pounds (GBP),142.3,Female,Part Time,Residence Based
S12000034,2014,Mean,Pounds (GBP),403.9,Female,All Patterns,Residence Based
S12000014,2011,Median,Pounds (GBP),163.4,Female,Part Time,Residence Based
S12000045,2011,Median,Pounds (GBP),208.4,Female,Part Time,Residence Based
S12000010,2002,Mean,Pounds (GBP),358.3,Female,Full Time,Residence Based
S12000017,2015,Mean,Pounds (GBP),337.1,Female,All Patterns,Residence Based
S12000011,2011,Median,Pounds (GBP),202.8,Female,Part Time,Residence Based
S12000010,2002,Median,Pounds (GBP),330,Female,Full Time,Residence Based
S12000006,2015,Median,Pounds (GBP),273.5,Female,All Patterns,Residence Based
S12000041,2008,Median,Pounds (GBP),173,Female,Part Time,Residence Based
S12000042,2011,Median,Pounds (GBP),139.2,Female,Part Time,Residence Based
S12000039,2017,Mean,Pounds (GBP),406.6,Female,All Patterns,Residence Based
S12000029,2014,Mean,Pounds (GBP),404.5,Female,All Patterns,Residence Based
S12000030,2012,Median,Pounds (GBP),385.7,Female,All Patterns,Residence Based
S12000041,2002,Mean,Pounds (GBP),326.7,Female,Full Time,Residence Based
S12000048,2012,Median,Pounds (GBP),314.3,Female,All Patterns,Residence Based
S12000028,2017,Mean,Pounds (GBP),415.9,Female,All Patterns,Residence Based
S12000047,2012,Median,Pounds (GBP),309.5,Female,All Patterns,Residence Based
S12000036,2015,Mean,Pounds (GBP),453.9,Female,All Patterns,Residence Based
S12000041,2015,Median,Pounds (GBP),318,Female,All Patterns,Residence Based
S12000045,2002,Median,Pounds (GBP),330.1,Female,Full Time,Residence Based
S12000035,2015,Median,Pounds (GBP),344.8,Female,All Patterns,Residence Based
S12000006,2014,Mean,Pounds (GBP),350.3,Female,All Patterns,Residence Based
S12000005,2002,Median,Pounds (GBP),268.9,Female,Full Time,Residence Based
S12000042,2011,Mean,Pounds (GBP),173.4,Female,Part Time,Residence Based
S12000005,2002,Mean,Pounds (GBP),314.7,Female,Full Time,Residence Based
S12000005,2013,Mean,Pounds (GBP),146.1,Female,Part Time,Residence Based
S12000033,2011,Median,Pounds (GBP),142.1,Female,Part Time,Residence Based
S12000042,2013,Median,Pounds (GBP),154.4,Female,Part Time,Residence Based
S12000034,2011,Median,Pounds (GBP),140,Female,Part Time,Residence Based
S12000008,2010,Mean,Pounds (GBP),191.8,Female,Part Time,Residence Based
S92000003,2011,Mean,Pounds (GBP),193.6,Female,Part Time,Residence Based
S12000021,2015,Median,Pounds (GBP),339.2,Female,All Patterns,Residence Based
S12000006,2010,Median,Pounds (GBP),129.6,Female,Part Time,Residence Based
S12000042,2010,Mean,Pounds (GBP),194.2,Female,Part Time,Residence Based
S12000033,2011,Mean,Pounds (GBP),185.3,Female,Part Time,Residence Based
S12000045,2014,Median,Pounds (GBP),227.4,Female,Part Time,Residence Based
S12000005,2014,Mean,Pounds (GBP),156.5,Female,Part Time,Residence Based
S12000008,2010,Median,Pounds (GBP),159.5,Female,Part Time,Residence Based
S12000049,2018,Mean,Pounds (GBP),459.9,Female,All Patterns,Workplace Based
