FeatureCode,DateCode,Measurement,Units,Value,Gender,Age,Outcome
S12000050,2007,Count,People,97,Male,All,Killed Or Seriously Injured
S12000050,2011,Count,People,49,Male,All,Killed Or Seriously Injured
S12000050,1998,Count,People,28,Male,40-59 years,Killed Or Seriously Injured
S12000008,2009,Count,People,12,Male,40-59 years,Killed Or Seriously Injured
S12000010,1998,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S12000010,1998,Count,People,6,Male,20-39 years,Killed Or Seriously Injured
S12000050,2012,Count,People,45,Male,All,Killed Or Seriously Injured
S12000030,2009,Count,People,15,Male,20-39 years,Killed Or Seriously Injured
S12000040,2004,Count,People,19,Male,40-59 years,Killed Or Seriously Injured
S12000030,2009,Count,People,18,Male,40-59 years,Killed Or Seriously Injured
S12000030,2009,Count,People,5,Male,0-19 years,Killed Or Seriously Injured
S12000050,2002,Count,People,99,Male,All,Killed Or Seriously Injured
S12000050,2001,Count,People,118,Male,All,Killed Or Seriously Injured
S12000021,2009,Count,People,16,Male,20-39 years,Killed Or Seriously Injured
S12000021,2009,Count,People,18,Male,0-19 years,Killed Or Seriously Injured
S12000050,2005,Count,People,82,Male,All,Killed Or Seriously Injured
S12000020,2009,Count,People,4,Male,0-19 years,Killed Or Seriously Injured
S12000020,2009,Count,People,11,Male,40-59 years,Killed Or Seriously Injured
S12000020,2009,Count,People,14,Male,20-39 years,Killed Or Seriously Injured
S12000027,2009,Count,People,1,Male,20-39 years,Killed Or Seriously Injured
S12000029,2009,Count,People,33,Male,0-19 years,Killed Or Seriously Injured
S12000027,2009,Count,People,2,Male,40-59 years,Killed Or Seriously Injured
S12000029,2009,Count,People,32,Male,20-39 years,Killed Or Seriously Injured
S12000028,2009,Count,People,11,Male,40-59 years,Killed Or Seriously Injured
S12000029,2009,Count,People,21,Male,40-59 years,Killed Or Seriously Injured
S12000033,2009,Count,People,8,Male,0-19 years,Killed Or Seriously Injured
S12000033,2009,Count,People,15,Male,40-59 years,Killed Or Seriously Injured
S12000034,2009,Count,People,40,Male,0-19 years,Killed Or Seriously Injured
S12000028,2009,Count,People,3,Male,0-19 years,Killed Or Seriously Injured
S12000027,2009,Count,People,1,Male,0-19 years,Killed Or Seriously Injured
S12000033,2009,Count,People,27,Male,20-39 years,Killed Or Seriously Injured
S08000017,2017,Count,People,46,Male,All,Killed Or Seriously Injured
S92000003,2009,Count,People,437,Male,40-59 years,Killed Or Seriously Injured
S92000003,2009,Count,People,384,Male,0-19 years,Killed Or Seriously Injured
S12000006,1998,Count,People,28,Male,40-59 years,Killed Or Seriously Injured
S12000050,2004,Count,People,26,Male,20-39 years,Killed Or Seriously Injured
S08000016,2017,Count,People,45,Male,All,Killed Or Seriously Injured
S08000015,2017,Count,People,101,Male,All,Killed Or Seriously Injured
S12000013,2009,Count,People,3,Male,20-39 years,Killed Or Seriously Injured
S12000047,2017,Count,People,54,Male,All,Killed Or Seriously Injured
S12000050,2004,Count,People,14,Male,40-59 years,Killed Or Seriously Injured
S92000003,2009,Count,People,612,Male,20-39 years,Killed Or Seriously Injured
S12000013,2009,Count,People,2,Male,0-19 years,Killed Or Seriously Injured
S12000049,2009,Count,People,62,Male,20-39 years,Killed Or Seriously Injured
S12000029,2017,Count,People,62,Male,All,Killed Or Seriously Injured
S12000049,2009,Count,People,31,Male,40-59 years,Killed Or Seriously Injured
S12000050,2009,Count,People,16,Male,40-59 years,Killed Or Seriously Injured
S12000050,2009,Count,People,24,Male,20-39 years,Killed Or Seriously Injured
S12000013,1998,Count,People,4,Male,40-59 years,Killed Or Seriously Injured
S12000008,1998,Count,People,32,Male,0-19 years,Killed Or Seriously Injured
S12000008,1998,Count,People,27,Male,20-39 years,Killed Or Seriously Injured
S12000008,1998,Count,People,19,Male,40-59 years,Killed Or Seriously Injured
S12000049,2009,Count,People,42,Male,0-19 years,Killed Or Seriously Injured
S12000030,2017,Count,People,26,Male,All,Killed Or Seriously Injured
S12000050,2009,Count,People,17,Male,0-19 years,Killed Or Seriously Injured
S92000003,2017,Count,People,1141,Male,All,Killed Or Seriously Injured
S12000014,2009,Count,People,6,Male,40-59 years,Killed Or Seriously Injured
S12000014,2009,Count,People,9,Male,0-19 years,Killed Or Seriously Injured
S12000018,2009,Count,People,6,Male,0-19 years,Killed Or Seriously Injured
S12000018,2009,Count,People,2,Male,40-59 years,Killed Or Seriously Injured
S12000018,2009,Count,People,7,Male,20-39 years,Killed Or Seriously Injured
S12000050,2010,Count,People,53,Male,All,Killed Or Seriously Injured
S12000050,2008,Count,People,69,Male,All,Killed Or Seriously Injured
S12000050,2009,Count,People,75,Male,All,Killed Or Seriously Injured
S12000017,2009,Count,People,15,Male,0-19 years,Killed Or Seriously Injured
S12000014,2009,Count,People,16,Male,20-39 years,Killed Or Seriously Injured
S12000017,2009,Count,People,41,Male,20-39 years,Killed Or Seriously Injured
S12000045,2017,Count,People,8,Male,All,Killed Or Seriously Injured
S12000010,2009,Count,People,2,Male,40-59 years,Killed Or Seriously Injured
S12000011,2009,Count,People,4,Male,40-59 years,Killed Or Seriously Injured
S12000013,2009,Count,People,1,Male,40-59 years,Killed Or Seriously Injured
S12000048,2017,Count,People,56,Male,All,Killed Or Seriously Injured
S12000042,2017,Count,People,24,Male,All,Killed Or Seriously Injured
S12000041,2004,Count,People,36,Male,20-39 years,Killed Or Seriously Injured
S12000041,2004,Count,People,19,Male,0-19 years,Killed Or Seriously Injured
S12000017,2009,Count,People,27,Male,40-59 years,Killed Or Seriously Injured
S12000011,2009,Count,People,2,Male,0-19 years,Killed Or Seriously Injured
S12000011,2009,Count,People,6,Male,20-39 years,Killed Or Seriously Injured
S12000038,2012,Count,People,16,Male,20-39 years,Killed Or Seriously Injured
S12000040,2012,Count,People,9,Male,0-19 years,Killed Or Seriously Injured
S12000038,2012,Count,People,12,Male,40-59 years,Killed Or Seriously Injured
S12000040,2012,Count,People,9,Male,40-59 years,Killed Or Seriously Injured
S12000040,2012,Count,People,20,Male,20-39 years,Killed Or Seriously Injured
S12000045,2004,Count,People,8,Male,0-19 years,Killed Or Seriously Injured
S12000050,1998,Count,People,66,Male,20-39 years,Killed Or Seriously Injured
S08000032,2015,Count,People,86,Male,All,Killed Or Seriously Injured
S12000050,1998,Count,People,56,Male,0-19 years,Killed Or Seriously Injured
S08000031,2015,Count,People,194,Male,All,Killed Or Seriously Injured
S12000038,2012,Count,People,7,Male,0-19 years,Killed Or Seriously Injured
S12000039,2012,Count,People,5,Male,0-19 years,Killed Or Seriously Injured
S12000034,2012,Count,People,34,Male,40-59 years,Killed Or Seriously Injured
S12000034,2012,Count,People,64,Male,20-39 years,Killed Or Seriously Injured
S12000035,2012,Count,People,9,Male,20-39 years,Killed Or Seriously Injured
S12000036,2012,Count,People,34,Male,40-59 years,Killed Or Seriously Injured
S12000036,2012,Count,People,55,Male,20-39 years,Killed Or Seriously Injured
S08000031,2012,Count,People,241,Male,All,Killed Or Seriously Injured
S12000039,2012,Count,People,1,Male,20-39 years,Killed Or Seriously Injured
S08000031,2016,Count,People,214,Male,All,Killed Or Seriously Injured
S12000039,2012,Count,People,5,Male,40-59 years,Killed Or Seriously Injured
S12000035,2012,Count,People,5,Male,0-19 years,Killed Or Seriously Injured
S12000035,2012,Count,People,18,Male,40-59 years,Killed Or Seriously Injured
S08000031,2013,Count,People,159,Male,All,Killed Or Seriously Injured
S08000032,2008,Count,People,141,Male,All,Killed Or Seriously Injured
S12000048,1998,Count,People,36,Male,40-59 years,Killed Or Seriously Injured
S08000032,2012,Count,People,83,Male,All,Killed Or Seriously Injured
S12000049,1998,Count,People,104,Male,0-19 years,Killed Or Seriously Injured
S12000049,1998,Count,People,115,Male,20-39 years,Killed Or Seriously Injured
S12000049,1998,Count,People,54,Male,40-59 years,Killed Or Seriously Injured
S08000032,2011,Count,People,104,Male,All,Killed Or Seriously Injured
S12000050,2012,Count,People,15,Male,40-59 years,Killed Or Seriously Injured
S12000048,2000,Count,People,127,Male,All,Killed Or Seriously Injured
S08000032,2010,Count,People,101,Male,All,Killed Or Seriously Injured
S08000032,2013,Count,People,104,Male,All,Killed Or Seriously Injured
S12000050,2012,Count,People,17,Male,20-39 years,Killed Or Seriously Injured
S92000003,1998,Count,People,842,Male,0-19 years,Killed Or Seriously Injured
S08000032,2017,Count,People,98,Male,All,Killed Or Seriously Injured
S08000032,2016,Count,People,112,Male,All,Killed Or Seriously Injured
S92000003,1998,Count,People,1184,Male,20-39 years,Killed Or Seriously Injured
S92000003,1998,Count,People,538,Male,40-59 years,Killed Or Seriously Injured
S08000032,2014,Count,People,99,Male,All,Killed Or Seriously Injured
S12000047,1998,Count,People,46,Male,0-19 years,Killed Or Seriously Injured
S12000047,1998,Count,People,66,Male,20-39 years,Killed Or Seriously Injured
S12000047,1998,Count,People,25,Male,40-59 years,Killed Or Seriously Injured
S12000048,1998,Count,People,68,Male,20-39 years,Killed Or Seriously Injured
S08000032,2009,Count,People,157,Male,All,Killed Or Seriously Injured
S12000048,1998,Count,People,26,Male,0-19 years,Killed Or Seriously Injured
S12000023,2009,Count,People,1,Male,40-59 years,Killed Or Seriously Injured
S12000023,2009,Count,People,1,Male,20-39 years,Killed Or Seriously Injured
S12000023,2009,Count,People,0,Male,0-19 years,Killed Or Seriously Injured
S12000045,2004,Count,People,3,Male,40-59 years,Killed Or Seriously Injured
S12000045,2004,Count,People,7,Male,20-39 years,Killed Or Seriously Injured
S12000021,2009,Count,People,8,Male,40-59 years,Killed Or Seriously Injured
S12000047,2004,Count,People,54,Male,20-39 years,Killed Or Seriously Injured
S12000042,2012,Count,People,9,Male,0-19 years,Killed Or Seriously Injured
S12000045,2012,Count,People,5,Male,0-19 years,Killed Or Seriously Injured
S12000042,2012,Count,People,6,Male,40-59 years,Killed Or Seriously Injured
S12000042,2012,Count,People,10,Male,20-39 years,Killed Or Seriously Injured
S12000050,2000,Count,People,170,Male,All,Killed Or Seriously Injured
S12000050,2004,Count,People,77,Male,All,Killed Or Seriously Injured
S12000050,2003,Count,People,100,Male,All,Killed Or Seriously Injured
S12000019,2009,Count,People,11,Male,40-59 years,Killed Or Seriously Injured
S12000019,2009,Count,People,4,Male,0-19 years,Killed Or Seriously Injured
S12000040,2004,Count,People,18,Male,20-39 years,Killed Or Seriously Injured
S12000019,2009,Count,People,10,Male,20-39 years,Killed Or Seriously Injured
S12000026,2009,Count,People,17,Male,20-39 years,Killed Or Seriously Injured
S12000050,1997,Count,People,151,Male,All,Killed Or Seriously Injured
S12000026,2009,Count,People,27,Male,40-59 years,Killed Or Seriously Injured
S12000026,2009,Count,People,10,Male,0-19 years,Killed Or Seriously Injured
S12000050,1998,Count,People,166,Male,All,Killed Or Seriously Injured
S12000050,1996,Count,People,145,Male,All,Killed Or Seriously Injured
S12000047,2012,Count,People,19,Male,20-39 years,Killed Or Seriously Injured
S12000045,2012,Count,People,1,Male,40-59 years,Killed Or Seriously Injured
S12000047,2012,Count,People,25,Male,40-59 years,Killed Or Seriously Injured
S12000042,2004,Count,People,16,Male,0-19 years,Killed Or Seriously Injured
S12000048,2012,Count,People,16,Male,40-59 years,Killed Or Seriously Injured
S12000045,2012,Count,People,8,Male,20-39 years,Killed Or Seriously Injured
S12000042,2004,Count,People,17,Male,20-39 years,Killed Or Seriously Injured
S12000036,2012,Count,People,26,Male,0-19 years,Killed Or Seriously Injured
S08000031,2014,Count,People,189,Male,All,Killed Or Seriously Injured
S12000047,2012,Count,People,15,Male,0-19 years,Killed Or Seriously Injured
S08000032,2005,Count,People,149,Male,All,Killed Or Seriously Injured
S08000032,2006,Count,People,139,Male,All,Killed Or Seriously Injured
S12000041,2012,Count,People,13,Male,20-39 years,Killed Or Seriously Injured
S12000047,2004,Count,People,36,Male,0-19 years,Killed Or Seriously Injured
S12000041,2012,Count,People,6,Male,40-59 years,Killed Or Seriously Injured
S12000041,2012,Count,People,7,Male,0-19 years,Killed Or Seriously Injured
S12000050,1999,Count,People,143,Male,All,Killed Or Seriously Injured
S12000047,2004,Count,People,33,Male,40-59 years,Killed Or Seriously Injured
S08000032,2007,Count,People,183,Male,All,Killed Or Seriously Injured
S12000042,2004,Count,People,9,Male,40-59 years,Killed Or Seriously Injured
S12000048,2012,Count,People,19,Male,20-39 years,Killed Or Seriously Injured
S08000031,2017,Count,People,193,Male,All,Killed Or Seriously Injured
S12000048,2012,Count,People,9,Male,0-19 years,Killed Or Seriously Injured
S12000045,2008,Count,People,1,Male,0-19 years,Killed Or Seriously Injured
S12000045,2008,Count,People,2,Male,40-59 years,Killed Or Seriously Injured
S12000045,2008,Count,People,10,Male,20-39 years,Killed Or Seriously Injured
S12000042,2008,Count,People,7,Male,40-59 years,Killed Or Seriously Injured
S08000028,2006,Count,People,6,Male,All,Killed Or Seriously Injured
S12000050,2004,Count,People,31,Male,0-19 years,Killed Or Seriously Injured
S12000050,2008,Count,People,26,Male,20-39 years,Killed Or Seriously Injured
S12000050,2008,Count,People,24,Male,0-19 years,Killed Or Seriously Injured
S12000048,2008,Count,People,30,Male,40-59 years,Killed Or Seriously Injured
S12000049,2008,Count,People,45,Male,40-59 years,Killed Or Seriously Injured
S08000015,2007,Count,People,104,Male,All,Killed Or Seriously Injured
S12000050,2008,Count,People,12,Male,40-59 years,Killed Or Seriously Injured
S12000023,1998,Count,People,3,Male,0-19 years,Killed Or Seriously Injured
S12000023,1998,Count,People,7,Male,20-39 years,Killed Or Seriously Injured
S08000026,2005,Count,People,8,Male,All,Killed Or Seriously Injured
S12000026,1998,Count,People,25,Male,20-39 years,Killed Or Seriously Injured
S08000024,2005,Count,People,271,Male,All,Killed Or Seriously Injured
S12000026,1998,Count,People,9,Male,0-19 years,Killed Or Seriously Injured
S12000049,2004,Count,People,71,Male,0-19 years,Killed Or Seriously Injured
S12000049,2004,Count,People,45,Male,40-59 years,Killed Or Seriously Injured
S12000047,2008,Count,People,21,Male,40-59 years,Killed Or Seriously Injured
S12000047,2008,Count,People,39,Male,20-39 years,Killed Or Seriously Injured
S12000047,2008,Count,People,24,Male,0-19 years,Killed Or Seriously Injured
S08000025,2005,Count,People,8,Male,All,Killed Or Seriously Injured
S08000017,2008,Count,People,17,Male,40-59 years,Killed Or Seriously Injured
S08000019,2006,Count,People,100,Male,All,Killed Or Seriously Injured
S08000024,2008,Count,People,55,Male,0-19 years,Killed Or Seriously Injured
S08000017,2008,Count,People,26,Male,20-39 years,Killed Or Seriously Injured
S08000017,2008,Count,People,20,Male,0-19 years,Killed Or Seriously Injured
S08000017,2006,Count,People,112,Male,All,Killed Or Seriously Injured
S08000024,2008,Count,People,58,Male,40-59 years,Killed Or Seriously Injured
S08000025,2006,Count,People,5,Male,All,Killed Or Seriously Injured
S08000020,2008,Count,People,78,Male,40-59 years,Killed Or Seriously Injured
S08000026,2006,Count,People,9,Male,All,Killed Or Seriously Injured
S08000024,2008,Count,People,87,Male,20-39 years,Killed Or Seriously Injured
S08000024,2006,Count,People,264,Male,All,Killed Or Seriously Injured
S12000049,2008,Count,People,81,Male,20-39 years,Killed Or Seriously Injured
S12000049,2008,Count,People,51,Male,0-19 years,Killed Or Seriously Injured
S08000020,2006,Count,People,208,Male,All,Killed Or Seriously Injured
S12000048,2008,Count,People,15,Male,0-19 years,Killed Or Seriously Injured
S12000048,2004,Count,People,19,Male,0-19 years,Killed Or Seriously Injured
S12000048,2008,Count,People,26,Male,20-39 years,Killed Or Seriously Injured
S08000020,2008,Count,People,69,Male,0-19 years,Killed Or Seriously Injured
S08000019,2008,Count,People,38,Male,20-39 years,Killed Or Seriously Injured
S08000020,2008,Count,People,122,Male,20-39 years,Killed Or Seriously Injured
S08000022,2006,Count,People,185,Male,All,Killed Or Seriously Injured
S08000019,2008,Count,People,32,Male,40-59 years,Killed Or Seriously Injured
S08000019,2008,Count,People,29,Male,0-19 years,Killed Or Seriously Injured
S12000041,2003,Count,People,20,Male,20-39 years,Killed Or Seriously Injured
S12000021,1998,Count,People,12,Male,40-59 years,Killed Or Seriously Injured
S12000021,1998,Count,People,33,Male,20-39 years,Killed Or Seriously Injured
