area_code,reference_area,area_type,year,gender,working_pattern,population_group,measure_type,value,units
S12000045,East Dunbartonshire,Local Authority,2008,Male,Full Time,Workplace Based,Median,521.1,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2019,Male,Full Time,Workplace Based,Mean,706,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2012,Male,Full Time,Residence Based,Mean,579.5,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2011,Male,Full Time,Workplace Based,Median,646.7,Pounds (GBP)
S12000020,Moray,Local Authority,2005,Male,Full Time,Residence Based,Mean,461.8,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2014,Male,Part Time,Residence Based,Mean,178.1,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2012,Male,Full Time,Residence Based,Median,473.3,Pounds (GBP)
S12000030,Stirling,Local Authority,2014,Male,Part Time,Residence Based,Mean,208.6,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2012,Male,Full Time,Residence Based,Median,572.9,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2008,Male,Full Time,Workplace Based,Mean,470.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2019,Male,Full Time,Workplace Based,Mean,602.5,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2005,Male,Full Time,Residence Based,Mean,564.8,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2011,Male,Full Time,Workplace Based,Median,507.7,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2005,Male,Full Time,Residence Based,Median,460.2,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2012,Male,Full Time,Residence Based,Mean,656.9,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2008,Male,Full Time,Workplace Based,Median,435.6,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2012,Male,Full Time,Residence Based,Median,520.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2012,Male,Full Time,Residence Based,Mean,603.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,Male,Full Time,Workplace Based,Mean,485.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2012,Male,Full Time,Residence Based,Mean,591.9,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2012,Male,Full Time,Residence Based,Median,527.2,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2011,Male,Full Time,Workplace Based,Mean,625.6,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2005,Male,Full Time,Residence Based,Mean,426.5,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,Male,Full Time,Residence Based,Median,519.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2001,Male,Full Time,Workplace Based,Mean,448.1,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2006,Male,Full Time,Residence Based,Mean,452.9,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,Male,Full Time,Residence Based,Mean,570.3,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2006,Male,Full Time,Residence Based,Median,467.4,Pounds (GBP)
S12000041,Angus,Local Authority,2010,Male,Full Time,Residence Based,Mean,581.8,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2001,Male,Full Time,Workplace Based,Median,354.6,Pounds (GBP)
S12000041,Angus,Local Authority,2010,Male,Full Time,Residence Based,Median,521.9,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2005,Male,Full Time,Workplace Based,Median,433.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2001,Male,Full Time,Workplace Based,Median,410.8,Pounds (GBP)
S12000017,Highland,Local Authority,2004,Male,Full Time,Workplace Based,Median,396.3,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2005,Male,Full Time,Workplace Based,Mean,479.1,Pounds (GBP)
S12000047,Fife,Local Authority,2010,Male,Full Time,Residence Based,Median,521.3,Pounds (GBP)
S12000047,Fife,Local Authority,2010,Male,Full Time,Residence Based,Mean,613.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2006,Male,Full Time,Residence Based,Mean,563.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2006,Male,Full Time,Workplace Based,Mean,552,Pounds (GBP)
S12000019,Midlothian,Local Authority,2001,Male,Full Time,Workplace Based,Median,355.5,Pounds (GBP)
S12000019,Midlothian,Local Authority,2001,Male,Full Time,Workplace Based,Mean,392.2,Pounds (GBP)
S12000047,Fife,Local Authority,2001,Male,Full Time,Workplace Based,Median,364.7,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2006,Male,Full Time,Workplace Based,Median,460,Pounds (GBP)
S12000010,East Lothian,Local Authority,2010,Male,Full Time,Residence Based,Mean,607.1,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2006,Male,Full Time,Residence Based,Median,459.9,Pounds (GBP)
S12000010,East Lothian,Local Authority,2010,Male,Full Time,Residence Based,Median,497.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2010,Male,Full Time,Residence Based,Median,670,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2001,Male,Full Time,Workplace Based,Mean,408.4,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2006,Male,Full Time,Residence Based,Mean,570.8,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2010,Male,Full Time,Residence Based,Mean,793.5,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2001,Male,Full Time,Workplace Based,Mean,353.7,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2006,Male,Full Time,Residence Based,Median,479.4,Pounds (GBP)
S12000047,Fife,Local Authority,2001,Male,Full Time,Workplace Based,Mean,407.8,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2006,Male,Full Time,Residence Based,Median,435.2,Pounds (GBP)
S12000040,West Lothian,Local Authority,2014,Male,Part Time,Residence Based,Mean,156.9,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2005,Male,Full Time,Workplace Based,Median,377.9,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2005,Male,Full Time,Workplace Based,Mean,498,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2005,Male,Full Time,Workplace Based,Mean,446.8,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2005,Male,Full Time,Workplace Based,Median,385.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,2005,Male,Full Time,Workplace Based,Mean,445.2,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2014,Male,Part Time,Residence Based,Median,121.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,2005,Male,Full Time,Workplace Based,Median,418.5,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2014,Male,Part Time,Residence Based,Mean,166.3,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2005,Male,Full Time,Workplace Based,Median,439.7,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2014,Male,Part Time,Residence Based,Mean,148.6,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2005,Male,Full Time,Workplace Based,Mean,483.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2005,Male,Full Time,Workplace Based,Median,437.2,Pounds (GBP)
S12000040,West Lothian,Local Authority,2014,Male,Part Time,Residence Based,Median,145.4,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2005,Male,Full Time,Workplace Based,Median,409.7,Pounds (GBP)
S12000042,Dundee City,Local Authority,2005,Male,Full Time,Workplace Based,Mean,520.4,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2004,Male,Full Time,Workplace Based,Mean,449.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2006,Male,Full Time,Residence Based,Median,459.9,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2014,Male,Part Time,Residence Based,Mean,195.7,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2004,Male,Full Time,Workplace Based,Median,379.7,Pounds (GBP)
S12000017,Highland,Local Authority,2010,Male,Full Time,Residence Based,Median,502,Pounds (GBP)
S12000017,Highland,Local Authority,2004,Male,Full Time,Workplace Based,Mean,473.5,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2005,Male,Full Time,Workplace Based,Mean,466.4,Pounds (GBP)
S12000017,Highland,Local Authority,2010,Male,Full Time,Residence Based,Mean,611.9,Pounds (GBP)
S12000042,Dundee City,Local Authority,2015,Male,Part Time,Residence Based,Median,158.5,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2014,Male,Part Time,Residence Based,Mean,202.6,Pounds (GBP)
S12000020,Moray,Local Authority,2004,Male,Full Time,Workplace Based,Median,407.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2015,Male,Part Time,Residence Based,Mean,176,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2005,Male,Full Time,Workplace Based,Mean,529.4,Pounds (GBP)
S12000020,Moray,Local Authority,2004,Male,Full Time,Workplace Based,Mean,435.4,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2005,Male,Full Time,Workplace Based,Median,469.8,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2011,Male,Full Time,Workplace Based,Mean,600.5,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,171.4,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2011,Male,Full Time,Workplace Based,Mean,696.4,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2011,Male,Full Time,Workplace Based,Median,537.7,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2010,Male,Full Time,Workplace Based,Mean,628.2,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2015,Male,Part Time,Residence Based,Median,156.4,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2011,Male,Full Time,Workplace Based,Median,549.8,Pounds (GBP)
S12000041,Angus,Local Authority,2015,Male,Part Time,Residence Based,Mean,162.8,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2019,Male,Full Time,Workplace Based,Mean,570.6,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2019,Male,Full Time,Workplace Based,Median,526.7,Pounds (GBP)
S12000010,East Lothian,Local Authority,2012,Male,Part Time,Residence Based,Mean,235.2,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,228.2,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2010,Male,Full Time,Workplace Based,Mean,672.4,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2011,Male,Full Time,Workplace Based,Mean,647.2,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,171.7,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2010,Male,Full Time,Workplace Based,Median,549.4,Pounds (GBP)
S12000030,Stirling,Local Authority,2010,Male,Full Time,Workplace Based,Median,599.9,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2012,Male,Part Time,Residence Based,Mean,126.9,Pounds (GBP)
S12000020,Moray,Local Authority,2012,Male,Part Time,Residence Based,Mean,173.1,Pounds (GBP)
S12000020,Moray,Local Authority,2011,Male,Full Time,Workplace Based,Mean,561.7,Pounds (GBP)
S12000019,Midlothian,Local Authority,2012,Male,Part Time,Residence Based,Mean,167.5,Pounds (GBP)
S12000017,Highland,Local Authority,2011,Male,Full Time,Workplace Based,Median,492.3,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2012,Male,Part Time,Residence Based,Mean,111.1,Pounds (GBP)
S12000019,Midlothian,Local Authority,2011,Male,Full Time,Workplace Based,Median,524,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2019,Male,Full Time,Workplace Based,Median,564.5,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2012,Male,Part Time,Residence Based,Mean,134.3,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2015,Male,Part Time,Residence Based,Mean,177,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2019,Male,Full Time,Workplace Based,Mean,628.8,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2019,Male,Full Time,Workplace Based,Median,642.5,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,172.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,2011,Male,Full Time,Workplace Based,Mean,562,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2009,Male,Full Time,Workplace Based,Median,493.9,Pounds (GBP)
S12000047,Fife,Local Authority,2009,Male,Full Time,Workplace Based,Mean,558.4,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2009,Male,Full Time,Workplace Based,Mean,553.3,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2005,Male,Full Time,Residence Based,Mean,519.9,Pounds (GBP)
S12000014,Falkirk,Local Authority,2012,Male,Full Time,Residence Based,Mean,600.6,Pounds (GBP)
S12000017,Highland,Local Authority,2009,Male,Full Time,Workplace Based,Mean,551.4,Pounds (GBP)
S12000014,Falkirk,Local Authority,2012,Male,Full Time,Residence Based,Median,522.7,Pounds (GBP)
S12000047,Fife,Local Authority,2009,Male,Full Time,Workplace Based,Median,476.3,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2005,Male,Full Time,Residence Based,Mean,495.5,Pounds (GBP)
S12000017,Highland,Local Authority,2009,Male,Full Time,Workplace Based,Median,473,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2005,Male,Full Time,Residence Based,Median,464.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2009,Male,Full Time,Workplace Based,Median,538.1,Pounds (GBP)
S12000047,Fife,Local Authority,2012,Male,Full Time,Residence Based,Mean,618.7,Pounds (GBP)
S12000010,East Lothian,Local Authority,2012,Male,Full Time,Residence Based,Median,510.4,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2005,Male,Full Time,Residence Based,Median,478.4,Pounds (GBP)
S12000047,Fife,Local Authority,2012,Male,Full Time,Residence Based,Median,549.2,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2010,Male,Full Time,Workplace Based,Mean,619.2,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2010,Male,Full Time,Workplace Based,Median,537.1,Pounds (GBP)
S12000030,Stirling,Local Authority,2012,Male,Part Time,Residence Based,Mean,225.5,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2012,Male,Part Time,Residence Based,Median,153.4,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2010,Male,Full Time,Workplace Based,Mean,479.8,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2010,Male,Full Time,Workplace Based,Median,429.9,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2019,Male,Full Time,Workplace Based,Median,553.2,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,109,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2012,Male,Part Time,Residence Based,Mean,149.3,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2009,Male,Full Time,Workplace Based,Mean,546.9,Pounds (GBP)
S12000020,Moray,Local Authority,2009,Male,Full Time,Workplace Based,Mean,568.4,Pounds (GBP)
S12000020,Moray,Local Authority,2009,Male,Full Time,Workplace Based,Median,475.9,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2019,Male,Full Time,Workplace Based,Mean,646.2,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2010,Male,Full Time,Workplace Based,Median,535.8,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,223.2,Pounds (GBP)
S12000047,Fife,Local Authority,2012,Male,Part Time,Residence Based,Median,143.4,Pounds (GBP)
S12000014,Falkirk,Local Authority,2008,Male,Full Time,Workplace Based,Mean,498.9,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2008,Male,Full Time,Workplace Based,Mean,532.1,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2008,Male,Full Time,Workplace Based,Median,516.2,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,Male,Full Time,Workplace Based,Median,481.6,Pounds (GBP)
S12000020,Moray,Local Authority,2008,Male,Full Time,Workplace Based,Mean,538.8,Pounds (GBP)
S12000047,Fife,Local Authority,2008,Male,Full Time,Workplace Based,Median,507.2,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2008,Male,Full Time,Workplace Based,Mean,508.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2008,Male,Full Time,Workplace Based,Median,502.7,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2008,Male,Full Time,Workplace Based,Mean,642.4,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2008,Male,Full Time,Workplace Based,Median,523.4,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2008,Male,Full Time,Workplace Based,Median,523.8,Pounds (GBP)
S12000047,Fife,Local Authority,2008,Male,Full Time,Workplace Based,Mean,569.4,Pounds (GBP)
S12000014,Falkirk,Local Authority,2012,Male,Part Time,Residence Based,Mean,162.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2014,Male,Part Time,Residence Based,Mean,208.1,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2012,Male,Part Time,Residence Based,Mean,191.8,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2012,Male,Full Time,Residence Based,Mean,633.5,Pounds (GBP)
S12000041,Angus,Local Authority,2011,Male,Full Time,Workplace Based,Median,421.5,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2019,Male,Full Time,Workplace Based,Median,615.3,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2011,Male,Full Time,Workplace Based,Mean,790.2,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2011,Male,Full Time,Workplace Based,Median,551.9,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2019,Male,Full Time,Workplace Based,Median,577,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2012,Male,Full Time,Residence Based,Mean,649.7,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,Male,Full Time,Workplace Based,Mean,538.6,Pounds (GBP)
S12000020,Moray,Local Authority,2005,Male,Full Time,Residence Based,Median,413.9,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2012,Male,Full Time,Residence Based,Median,570.3,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2012,Male,Full Time,Residence Based,Median,549.1,Pounds (GBP)
S12000041,Angus,Local Authority,2011,Male,Full Time,Workplace Based,Mean,540.9,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2010,Male,Full Time,Workplace Based,Mean,623.1,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2010,Male,Full Time,Workplace Based,Median,551.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2010,Male,Full Time,Workplace Based,Median,493.1,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2019,Male,Full Time,Workplace Based,Mean,730.2,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2010,Male,Full Time,Workplace Based,Mean,575.5,Pounds (GBP)
S12000030,Stirling,Local Authority,2010,Male,Full Time,Workplace Based,Mean,678.4,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2016,Male,Part Time,Residence Based,Mean,242.1,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2019,Male,Full Time,Workplace Based,Median,557.3,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2016,Male,Part Time,Residence Based,Mean,144.2,Pounds (GBP)
S12000020,Moray,Local Authority,2011,Male,Full Time,Workplace Based,Median,486.4,Pounds (GBP)
